sym,country,state,fiscal_end,sic,sic_desc,exchange
MEHA,United States,DE,1231.0,2833.0,Medicinal Chemicals & Botanical Products,OTC
MEI,United States,DE,503.0,3678.0,Electronic Connectors,NYSE
MELI,United States,,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
MENS,Foreign,E9,,2834.0,Pharmaceutical Preparations,Nasdaq
MEOH,Foreign,A1,1231.0,2860.0,Industrial Organic Chemicals,Nasdaq
MERC,United States,WA,1231.0,2611.0,Pulp Mills,Nasdaq
MESH,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
MESO,Foreign,C3,630.0,2836.0,"Biological Products, (No Diagnostic Subs","Nasdaq,OTC"
MET,United States,DE,1231.0,6311.0,Life Insurance,"NYSE,NYSE,NYSE,NYSE"
META,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
METC,United States,DE,1231.0,1220.0,Silver Ores,"Nasdaq,Nasdaq,Nasdaq,Nas"
MFA,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE,NYSE,NYSE,NYSE"
MFBI,United States,MD,331.0,6035.0,"Savings Institution, Federally Chartered",OTC
MFG,Foreign,,,6021.0,National Commercial Banks,"NYSE,OTC"
MFI,Foreign,D8,1231.0,7371.0,Services-Computer Programming Services,Nasdaq
MFIC,United States,MD,1231.0,,,"Nasdaq,Nasdaq"
MFIN,United States,DE,1231.0,6199.0,Finance Services,"Nasdaq,Nasdaq"
MFON,United States,NV,1231.0,7372.0,Services-Prepackaged Software,OTC
MG,United States,DE,1231.0,8711.0,Services-Engineering Services,NYSE
MGA,Foreign,,1231.0,3714.0,Motor Vehicle Parts & Accessories,NYSE
MGAM,United States,DE,1231.0,7900.0,Services-Amusement & Recreation Services,OTC
MGEE,United States,WI,1231.0,4900.0,"Electric, Gas & Sanitary Services",Nasdaq
MGHL,United States,,1231.0,6200.0,"Security & Commodity Brokers, Dealers, E",
MGIH,Foreign,E9,630.0,2750.0,Commercial Printing,Nasdaq
MGLD,United States,NV,630.0,6199.0,Finance Services,NYSE
MGM,United States,DE,1231.0,7011.0,Hotels & Motels,NYSE
MGN,Foreign,,1231.0,200.0,Agricultural Prod-Livestock & Animal Spe,Nasdaq
MGNC,United States,WY,430.0,1400.0,Mining & Quarrying of  Nonmetallic Miner,OTC
MGNI,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
MGNO,United States,,1231.0,6035.0,"Savings Institution, Federally Chartered",OTC
MGNX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MGPI,United States,KS,1231.0,5180.0,"Wholesale-Beer, Wine & Distilled Alcohol",Nasdaq
MGRC,United States,CA,1231.0,7359.0,"Services-Equipment Rental & Leasing, NEC",Nasdaq
MGRT,Foreign,K3,930.0,7371.0,Services-Computer Programming Services,Nasdaq
MGRX,United States,TX,1231.0,8090.0,"Services-Misc Health & Allied Services, ",Nasdaq
MGSD,United States,NY,930.0,4700.0,Transportation Services,OTC
MGTE,United States,DE,1231.0,6199.0,Finance Services,"OTC,OTC"
MGTI,United States,DE,1231.0,6199.0,Finance Services,OTC
MGTX,United States,,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
MGX,United States,,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
MGY,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
MGYR,United States,,930.0,6035.0,"Savings Institution, Federally Chartered",Nasdaq
MH,United States,DE,331.0,2741.0,Miscellaneous Publishing,NYSE
MHH,United States,PA,1231.0,8742.0,Services-Management Consulting Services,NYSE
MHK,United States,DE,1231.0,2273.0,Carpets & Rugs,NYSE
MHLA,United States,D0,1231.0,6331.0,"Fire, Marine & Casualty Insurance","NYSE,NYSE"
MHO,United States,OH,1231.0,1531.0,Operative Builders,NYSE
MHUAF,Foreign,E9,1231.0,3841.0,Surgical & Medical Instruments & Apparat,OTC
MI,Foreign,E9,1231.0,6199.0,Finance Services,NYSE
MIAX,United States,DE,,6211.0,"Security Brokers, Dealers & Flotation Co",NYSE
MIBE,United States,FL,1231.0,7500.0,"Services-Automotive Repair, Services & P",
MICC,Foreign,P7,1231.0,2024.0,Ice Cream & Frozen Desserts,NYSE
MIDD,United States,DE,102.0,3580.0,Refrigeration & Service Industry Machine,Nasdaq
MIMI,Foreign,,,7389.0,"Services-Business Services, NEC",Nasdaq
MIND,United States,DE,131.0,3812.0,"Search, Detection, Navigation, Guidance,",Nasdaq
MINR,United States,NV,228.0,1000.0,Metal Mining,
MIR,United States,,1231.0,3829.0,"Measuring & Controlling Devices, NEC",NYSE
MIRA,United States,FL,,2834.0,Pharmaceutical Preparations,Nasdaq
MIRM,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MIST,United States,A8,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MITI,United States,NV,1231.0,7370.0,"Services-Computer Programming, Data Proc",OTC
MITK,United States,DE,930.0,3577.0,"Computer Peripheral Equipment, NEC",Nasdaq
MITQ,United States,DE,630.0,3861.0,Photographic Equipment & Supplies,NYSE
MITT,United States,,1231.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE,NYSE,NYSE,NYSE"
MKC,United States,MD,1130.0,2090.0,Miscellaneous Food Preparations & Kindre,"NYSE,NYSE"
MKDW,Foreign,D8,1231.0,3600.0,Electronic & Other Electrical Equipment ,"Nasdaq,Nasdaq"
MKL,United States,VA,1231.0,6331.0,"Fire, Marine & Casualty Insurance",NYSE
MKLY,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
MKSI,United States,MA,1231.0,3823.0,"Industrial Instruments For Measurement, ",Nasdaq
MKTW,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
MKTX,United States,,1231.0,6211.0,"Security Brokers, Dealers & Flotation Co",Nasdaq
MKZR,United States,MD,630.0,6798.0,Real Estate Investment Trusts,Nasdaq
MLAA,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
MLAB,United States,CO,331.0,3823.0,"Industrial Instruments For Measurement, ",Nasdaq
MLCI,United States,DE,1231.0,6282.0,Investment Advice,"Nasdaq,Nasdaq"
MLCO,Foreign,E9,1231.0,7011.0,Hotels & Motels,Nasdaq
MLEC,Foreign,E9,630.0,2000.0,Food and Kindred Products,"Nasdaq,Nasdaq"
MLGO,Foreign,E9,1231.0,7371.0,Services-Computer Programming Services,Nasdaq
MLI,United States,DE,1226.0,3350.0,Rolling Drawing & Extruding of  Nonferro,NYSE
MLKN,United States,MI,530.0,2520.0,Office Furniture,Nasdaq
MLM,United States,NC,1231.0,1400.0,Mining & Quarrying of  Nonmetallic Miner,NYSE
MLMC,United States,,1231.0,7841.0,Services-Video Tape Rental,OTC
MLP,United States,HI,1231.0,6500.0,Real Estate,NYSE
MLR,United States,TN,1231.0,3713.0,Truck & Bus Bodies,NYSE
MLSS,United States,DE,1231.0,3842.0,"Orthopedic, Prosthetic & Surgical Applia",NYSE
MLTX,United States,E9,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MLYS,United States,,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MMA,Foreign,C3,630.0,7380.0,Services-Miscellaneous Business Services,NYSE
MMCP,United States,OK,1231.0,3567.0,Industrial Process Furnaces & Ovens,OTC
MMED,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
MMEX,United States,NV,430.0,7819.0,Services-Allied To Motion Picture Produc,OTC
MMI,United States,,1231.0,6531.0,Real Estate Agents & Managers (For Other,NYSE
MMLP,United States,DE,1231.0,5171.0,Wholesale-Petroleum Bulk Stations & Term,Nasdaq
MMM,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,NYSE
MMMW,United States,MA,430.0,4991.0,Cogeneration Services & Small Power Prod,
MMS,United States,VA,930.0,7389.0,"Services-Business Services, NEC",NYSE
MMSI,United States,UT,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
MMTIF,Foreign,A6,1031.0,7371.0,Services-Computer Programming Services,OTC
MMTRS,United States,NY,1231.0,6794.0,Patent Owners & Lessors,OTC
MMTX,United States,E9,1231.0,7371.0,Services-Computer Programming Services,"Nasdaq,Nasdaq,Nasdaq"
MNDO,Foreign,,1231.0,7371.0,Services-Computer Programming Services,Nasdaq
MNDR,Foreign,E9,630.0,7372.0,Services-Prepackaged Software,Nasdaq
MNDY,Foreign,L3,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
MNKD,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MNOV,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MNPR,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MNR,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
MNRO,United States,NY,327.0,7500.0,"Services-Automotive Repair, Services & P",Nasdaq
MNSB,United States,VA,1231.0,6022.0,State Commercial Banks,"Nasdaq,Nasdaq"
MNSO,Foreign,E9,1231.0,5331.0,Retail-Variety Stores,"NYSE,OTC"
MNST,United States,,1231.0,2086.0,Bottled & Canned Soft Drinks & Carbonate,Nasdaq
MNTK,United States,DE,1231.0,4932.0,Gas & Other Services Combined,Nasdaq
MNTN,United States,DE,1231.0,7310.0,Services-Advertising,NYSE
MNTR,United States,DE,1231.0,6799.0,"Investors, NEC",OTC
MNTS,United States,DE,1231.0,3760.0,Guided Missiles & Space Vehicles & Parts,"Nasdaq,Nasdaq"
MO,United States,VA,1231.0,2111.0,Cigarettes,NYSE
MOB,Foreign,C3,1231.0,3721.0,Aircraft,"Nasdaq,Nasdaq"
MOBI,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
MOBQ,United States,NY,1231.0,7310.0,Services-Advertising,"OTC,OTC"
MOBX,United States,DE,930.0,3674.0,Semiconductors & Related Devices,"Nasdaq,Nasdaq"
MOD,United States,WI,331.0,3714.0,Motor Vehicle Parts & Accessories,NYSE
MODD,United States,NV,331.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
MOG-A,United States,NY,1003.0,3590.0,Misc Industrial & Commercial Machinery &,"NYSE,NYSE"
MOH,United States,DE,1231.0,6324.0,Hospital & Medical Service Plans,NYSE
MOJO,United States,,1231.0,2080.0,Beverages,OTC
MOLN,Foreign,V8,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
MORN,United States,IL,1231.0,6282.0,Investment Advice,Nasdaq
MOS,United States,,1231.0,2870.0,Agricultural Chemicals,NYSE
MOV,United States,NY,131.0,3873.0,"Watches, Clocks, Clockwork Operated Devi","NYSE,OTC"
MOVE,United States,DE,1231.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
MP,United States,DE,1231.0,1000.0,Metal Mining,NYSE
MPAA,United States,NY,331.0,3714.0,Motor Vehicle Parts & Accessories,Nasdaq
MPB,United States,PA,1231.0,6022.0,State Commercial Banks,Nasdaq
MPC,United States,DE,1231.0,2911.0,Petroleum Refining,NYSE
MPLT,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MPLX,United States,,1231.0,4610.0,Pipe Lines (No Natural Gas),"NYSE,OTC"
MPT,United States,,1231.0,6798.0,Real Estate Investment Trusts,NYSE
MPTI,United States,DE,1231.0,3679.0,"Electronic Components, NEC",NYSE
MPU,Foreign,E9,,7812.0,Services-Motion Picture & Video Tape Pro,NYSE
MPWR,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
MQ,United States,,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
MRAI,United States,DE,1231.0,8090.0,"Services-Misc Health & Allied Services, ",OTC
MRAM,United States,X1,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
MRBK,United States,PA,1231.0,6021.0,National Commercial Banks,Nasdaq
MRCL,United States,WY,630.0,7380.0,Services-Miscellaneous Business Services,
MRCY,United States,MA,630.0,3670.0,Electronic Components & Accessories,Nasdaq
MRDN,United States,NV,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
MREO,Foreign,X0,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MRK,United States,NJ,1231.0,2834.0,Pharmaceutical Preparations,NYSE
MRKR,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MRLN,United States,E9,1231.0,7373.0,Services-Computer Integrated Systems Des,Nasdaq
MRM,Foreign,M0,1231.0,7200.0,Services-Personal Services,Nasdaq
MRMD,United States,DE,1231.0,2833.0,Medicinal Chemicals & Botanical Products,OTC
MRNA,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
MRNO,Foreign,Y9,,7011.0,Hotels & Motels,"Nasdaq,Nasdaq"
MRP,United States,MD,1231.0,6500.0,Real Estate,NYSE
MRPT,United States,DE,1130.0,7389.0,"Services-Business Services, NEC",OTC
MRSH,United States,DE,1231.0,6411.0,"Insurance Agents, Brokers & Service",NYSE
MRT,Foreign,E9,1231.0,7510.0,Services-Auto Rental & Leasing (No Drive,NYSE
MRTN,United States,DE,1231.0,4213.0,Trucking (No Local),Nasdaq
MRVI,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MRVL,United States,DE,130.0,3674.0,Semiconductors & Related Devices,Nasdaq
MRX,Foreign,D0,1231.0,6200.0,"Security & Commodity Brokers, Dealers, E",Nasdaq
MS,United States,DE,1231.0,6211.0,"Security Brokers, Dealers & Flotation Co","NYSE,NYSE,NYSE,NYSE,NYSE"
MSA,United States,,1231.0,3842.0,"Orthopedic, Prosthetic & Surgical Applia","NYSE,OTC"
MSAI,United States,DE,1231.0,3827.0,Optical Instruments & Lenses,"Nasdaq,Nasdaq"
MSB,United States,NY,131.0,6795.0,Mineral Royalty Traders,NYSE
MSBB,United States,,930.0,6036.0,"Savings Institutions, Not Federally Char",OTC
MSBI,United States,IL,1231.0,6022.0,State Commercial Banks,"Nasdaq,Nasdaq"
MSBT,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,NYSE
MSCI,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",NYSE
MSDL,United States,DE,1231.0,,,NYSE
MSEX,United States,NJ,1231.0,4941.0,Water Supply,"Nasdaq,OTC"
MSFT,United States,WA,630.0,7372.0,Services-Prepackaged Software,Nasdaq
MSGE,United States,NV,630.0,7990.0,Services-Miscellaneous Amusement & Recre,NYSE
MSGM,United States,FL,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
MSGS,United States,NV,630.0,7990.0,Services-Miscellaneous Amusement & Recre,NYSE
MSGY,Foreign,E9,,1700.0,Construction - Special Trade Contractors,Nasdaq
MSI,United States,DE,1231.0,3663.0,Radio & Tv Broadcasting & Communications,NYSE
MSIF,United States,,1231.0,,,NYSE
MSLE,Foreign,Z4,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MSM,United States,NY,829.0,5084.0,Wholesale-Industrial Machinery & Equipme,NYSE
MSN,United States,DE,331.0,3651.0,Household Audio & Video Equipment,NYSE
MSPR,United States,,1231.0,7374.0,Services-Computer Processing & Data Prep,OTC
MSS,United States,DE,430.0,5411.0,Retail-Grocery Stores,Nasdaq
MSSAF,United States,,1231.0,6770.0,Blank Checks,"OTC,OTC,OTC"
MSTR,United States,DE,1231.0,6199.0,Finance Services,"Nasdaq,Nasdaq,Nasdaq,Nas"
MSW,Foreign,E9,331.0,1700.0,Construction - Special Trade Contractors,Nasdaq
MT,Foreign,,1231.0,3312.0,"Steel Works, Blast Furnaces & Rolling Mi","NYSE,OTC,OTC"
MTA,Foreign,A1,1231.0,1040.0,Gold and Silver Ores,NYSE
MTB,United States,NY,1231.0,6022.0,State Commercial Banks,"NYSE,NYSE,NYSE,NYSE,NYSE"
MTC,Foreign,D8,1231.0,6211.0,"Security Brokers, Dealers & Flotation Co",Nasdaq
MTCH,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
MTD,United States,DE,1231.0,3826.0,Laboratory Analytical Instruments,NYSE
MTDR,United States,TX,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
MTEK,Foreign,L3,1231.0,3669.0,"Communications Equipment, NEC","Nasdaq,Nasdaq"
MTEN,Foreign,,1231.0,3442.0,"Metal Doors, Sash, Frames, Moldings & Tr",Nasdaq
MTEX,United States,TX,1231.0,2833.0,Medicinal Chemicals & Botanical Products,Nasdaq
MTG,United States,WI,1231.0,6351.0,Surety Insurance,NYSE
MTH,United States,MD,1231.0,1531.0,Operative Builders,NYSE
MTLK,Foreign,L3,1231.0,3674.0,Semiconductors & Related Devices,OTC
MTLS,Foreign,,,7372.0,Services-Prepackaged Software,Nasdaq
MTN,United States,DE,731.0,7990.0,Services-Miscellaneous Amusement & Recre,NYSE
MTNB,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,NYSE
MTNE,United States,E9,1231.0,6770.0,Blank Checks,"NYSE,NYSE,NYSE"
MTRN,United States,OH,1231.0,3460.0,Metal Forgings & Stampings,NYSE
MTRX,United States,DE,630.0,1700.0,Construction - Special Trade Contractors,Nasdaq
MTSI,United States,DE,1003.0,3674.0,Semiconductors & Related Devices,Nasdaq
MTUS,United States,OH,1231.0,3312.0,"Steel Works, Blast Furnaces & Rolling Mi",NYSE
MTVA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
MTW,United States,WI,1231.0,3531.0,Construction Machinery & Equip,NYSE
MTWO,United States,NV,1231.0,5050.0,Wholesale-Metals & Minerals (No Petroleu,OTC
MTX,United States,DE,1231.0,2810.0,Industrial Inorganic Chemicals,NYSE
MTZ,United States,FL,1231.0,1623.0,"Water, Sewer, Pipeline, Comm & Power Lin",NYSE
MU,United States,DE,903.0,3674.0,Semiconductors & Related Devices,Nasdaq
MUFG,Foreign,,331.0,6029.0,"Commercial Banks, NEC","NYSE,OTC"
MUR,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
MUSA,United States,DE,1231.0,5500.0,Retail-Auto Dealers & Gasoline Stations,NYSE
MUX,United States,CO,1231.0,1040.0,Gold and Silver Ores,NYSE
MVBF,United States,WV,1231.0,6022.0,State Commercial Banks,Nasdaq
MVCO,United States,NV,630.0,6199.0,Finance Services,
MVIS,United States,DE,1231.0,3679.0,"Electronic Components, NEC",Nasdaq
MVNC,United States,NV,1231.0,6199.0,Finance Services,OTC
MVST,United States,DE,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi",Nasdaq
MWA,United States,DE,930.0,3490.0,Miscellaneous Fabricated Metal Products,NYSE
MWAI,United States,NV,630.0,6199.0,Finance Services,OTC
MWC,Foreign,M0,228.0,7371.0,Services-Computer Programming Services,Nasdaq
MWG,Foreign,,1231.0,3990.0,Miscellaneous Manufacturing Industries,NYSE
